,Unnamed: 0.1,Unnamed: 0,index,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count,text_clean
5300,7531,7531,24995,550513716039397376,2015-01-01 04:47:52+00:00,https://twitter.com/__Bungs/status/550513716039397376,"Let's begin New Year 2015 with faith,love,peace &amp; new hope.Wishing you a prosperous year, great health &amp; happines",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,awal year dengan faith cinta peace hope wishing prosperous year great health happines
5301,7532,7532,65997,550514665764421633,2015-01-01 04:51:39+00:00,https://twitter.com/SeewerShannon/status/550514665764421633,"@TheLastFranky @elliesangelwing @grigsby_david @missylenza @tummuuu Happy New Year Franky, GBU",3,1,1,,1959160634.0,SeewerShannon,"Indiana, USA",4201.0,2749.0,28258.0,82185.0,bahagia year franky
5302,7533,7533,65996,550516422204735489,2015-01-01 04:58:37+00:00,https://twitter.com/elliesangelwing/status/550516422204735489,@TheLastFranky @SeewerShannon @grigsby_david @missylenza @tummuuu @amanda7743 @missylenza B not anxious bout anything http://t.co/kK6oAe0YFH,6,1,2,,31620465.0,elliesangelwing,United States,110451.0,90400.0,300986.0,387151.0,anxious bout anything
5303,7534,7534,24994,550520468902387712,2015-01-01 05:14:42+00:00,https://twitter.com/__Bungs/status/550520468902387712,"Welcome 2015, Thanks God for everything ♥♡ http://t.co/cBZ37Hl5lp",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,welcome terima kasih everything
5304,7535,7535,24993,550526054767411201,2015-01-01 05:36:54+00:00,https://twitter.com/__Bungs/status/550526054767411201,In the beginning was the Word. The Word was with God and the Word was God - John 1:1,0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,beginning word word dengan word john
5305,7536,7536,24992,550526229330149376,2015-01-01 05:37:36+00:00,https://twitter.com/__Bungs/status/550526229330149376,"Look and respond to me, O Lord my God. Give light to my eyes - Psalm 13:3",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,look respond tapi lord give terang tapi eyes psalm
5306,7537,7537,24991,550526358254669825,2015-01-01 05:38:06+00:00,https://twitter.com/__Bungs/status/550526358254669825,"Jesus said, ""Because you kept my word to persevere, so I will keep you from the testing time about to come on the whole world"" – Rev 3:10",1,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,jesus said because kept word tapi persevere will keep from testing time about tapi come whole world
5307,7538,7538,24990,550526451456278529,2015-01-01 05:38:28+00:00,https://twitter.com/__Bungs/status/550526451456278529,"In the beginning, God created the heavens and the earth - Genesis 1:1",1,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,beginning created heavens earth genesis
5308,7539,7539,24989,550526597841707010,2015-01-01 05:39:03+00:00,https://twitter.com/__Bungs/status/550526597841707010,Your faith has healed you - Luke 18:42,1,0,1,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,your faith healed luke
5309,7540,7540,24988,550526691961884672,2015-01-01 05:39:26+00:00,https://twitter.com/__Bungs/status/550526691961884672,"Jesus said, “The earth will pass away, but my words certainly won't pass away” Luke 21:33",1,0,1,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,jesus said earth will away words certainly away luke
5310,7541,7541,24987,550526829455360004,2015-01-01 05:39:59+00:00,https://twitter.com/__Bungs/status/550526829455360004,Your body is a temple of the Holy Spirit - 1 Corinthians 6:19,1,0,1,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,your body temple holy spirit corinthians
5311,7542,7542,65995,550528693437603840,2015-01-01 05:47:23+00:00,https://twitter.com/Peggy4TRUTH/status/550528693437603840,I LOVE YOU BROTHER  @TheLastFranky   HAPPY NEW YEAR   IN  CHRIST,1,0,1,,321572161.0,Peggy4TRUTH,,345652.0,362138.0,7930.0,323777.0,cinta brother bahagia year christ
5312,7543,7543,65994,550535874958462977,2015-01-01 06:15:55+00:00,https://twitter.com/revsarahgarner/status/550535874958462977,@TheLastFranky Happy New Year! Love U ! GBU!,4,0,0,,33939160.0,revsarahgarner,"Oakland,Ca.",10092.0,6761.0,25542.0,183203.0,bahagia year cinta
