,Unnamed: 0.1,Unnamed: 0,index,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count,text_clean
44868,62708,62708,33985,1542663901816705024,2022-07-01 00:18:30+00:00,https://twitter.com/Pithenk1/status/1542663901816705024,@__Bungs pks pks. jembut. omong dewe untal dewe,1,0,0,,9.111418903170948e+17,Pithenk1,"Yogyakarta, Indonesia",136.0,207.0,4094.0,27406.0,jembut omong dewe untal dewe
44869,62709,62709,33984,1542673650209304576,2022-07-01 00:57:14+00:00,https://twitter.com/trisujoko_fx/status/1542673650209304576,@__Bungs @SantorinisSun Wkwkwk Gugatlah Para Tahanan Perampokan/ Maling / Pemerkosa/ Pencabulan yg bernama itu knp tdk dikenakan Pasal Penodaan Agama?👍👍,0,0,0,,1.420310150724821e+18,trisujoko_fx,,79.0,86.0,6181.0,3454.0,wkwkwk gugat para tahanan perampokan maling pemerkosa pencabulan yang bernama kenapa tidak dikenakan pasal penodaan agama
44870,62712,62712,33981,1542683536892633089,2022-07-01 01:36:31+00:00,https://twitter.com/JulianLowo/status/1542683536892633089,@__Bungs yg dipakai HW gk ada embel2 faisal ataupun husni mubarak,1,0,0,,376188254.0,JulianLowo,,35.0,93.0,1268.0,3635.0,yang dipakai tidak embel faisal ataupun husni mubarak
44871,62713,62713,33980,1542689000267296769,2022-07-01 01:58:14+00:00,https://twitter.com/Sengkunidoang/status/1542689000267296769,"@__Bungs Para muhammad dihukum mati. Bisa kena penistaan agama gak ya hakimnya,? https://t.co/AMqTEFawLA",0,0,0,,1.431670096066351e+18,Sengkunidoang,,200.0,167.0,680.0,2161.0,para muhammad dihukum mati bisa kena penistaan agama tidak hakim
44872,62714,62714,33979,1542694044257910784,2022-07-01 02:18:16+00:00,https://twitter.com/anton_sukisno/status/1542694044257910784,@__Bungs Aneh ya. Kalau ada yg namanya sama jadi kriminal apa dia jg ikut tanggung jawab?,0,0,0,,8.010030106712637e+17,anton_sukisno,,41.0,114.0,1198.0,10500.0,aneh kalau yang nama sama jadi kriminal juga ikut tanggung jawab
44873,62716,62716,33977,1542715939044880384,2022-07-01 03:45:16+00:00,https://twitter.com/SoemadiRito/status/1542715939044880384,"@__Bungs Buzzer itu bisa membuat Pks tenggelam, makanya ditakuti.",1,0,0,,375464660.0,SoemadiRito,Andalas 31616 Indonesia,751.0,1224.0,26867.0,11803.0,buzzer bisa membuat tenggelam makanya ditakuti
44874,62717,62717,33976,1542771668489486336,2022-07-01 07:26:43+00:00,https://twitter.com/robbyculous/status/1542771668489486336,"@__Bungs @pertamina Katanya, diberlakukan cuma untuk roda 4. Masifnya minim info + pakai gambar motor kasihan yg sudah download bahkan isi saldo.",0,0,0,,274887462.0,robbyculous,"South Tangerang, Indonesia",254.0,261.0,232.0,12691.0,kata diberlakukan cuma untuk roda masif minim informasi pakai gambar motor kasihan yang sudah download bahkan saldo
44875,62719,62719,33975,1542776526558482433,2022-07-01 07:46:01+00:00,https://twitter.com/BudiDarma888/status/1542776526558482433,@__Bungs MASIH INGAT DI PILPRES DULU BIKIN PASUKAN CYBER?? JANGAN PURA2 LUPA,0,0,0,,1.525273436230394e+18,BudiDarma888,,18.0,62.0,631.0,903.0,masih ingat pilpres dulu buat pasukan cyber jangan pura lupa
44876,62720,62720,1829,1542781005198635008,2022-07-01 08:03:49+00:00,https://twitter.com/__Bungs/status/1542781005198635008,Selamat Jalan Pak Tjahjo Kumolo 🙏🏻 https://t.co/dogOhwOMTk,31,1,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,selamat jalan tjahjo kumolo
44877,62721,62721,33974,1542786050002522113,2022-07-01 08:23:52+00:00,https://twitter.com/GosalRmdn/status/1542786050002522113,"@__Bungs Innalillahi wainnailaihi rajiun, semoga Almarhum husnul khotimah.. Aamiin yra🤲",1,0,0,,1.3861935289008374e+18,GosalRmdn,"Tanjung Priok, Indonesia",4925.0,4703.0,20281.0,3575.0,innalillahi wainnailaihi rajiun semoga almarhum husnul khotimah amin
