,Unnamed: 0.1,Unnamed: 0,index,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count,text_clean
2488,2990,2990,27809,465884247501176832,2014-05-12 16:00:34+00:00,https://twitter.com/__Bungs/status/465884247501176832,Im back...HAIL \\m//,0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,back hail sama
2489,2992,2992,27807,466155436756852736,2014-05-13 09:58:11+00:00,https://twitter.com/__Bungs/status/466155436756852736,Maen layangan sampe sini,0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,main layangan sampai sini
2490,2995,2995,27804,466285100523474944,2014-05-13 18:33:25+00:00,https://twitter.com/__Bungs/status/466285100523474944,Lelah sangat...coba ada kamu mungkin bisa ngelitikin tlapak kaki ku..♥,0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,lelah sangat coba kamu mungkin bisa ngelitikin tlapak kaki
2491,2996,2996,27803,466375617290969089,2014-05-14 00:33:06+00:00,https://twitter.com/__Bungs/status/466375617290969089,Tumben sepi jalanan pagi gini...,0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,tumben sepi jalanan pagi begini
2492,2997,2997,27802,466458867921350657,2014-05-14 06:03:55+00:00,https://twitter.com/__Bungs/status/466458867921350657,Tettttttttttt....makan siang kelar...!!!,0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,tettttttttttt makan siang kelar
2493,2998,2998,27801,466464706958737409,2014-05-14 06:27:07+00:00,https://twitter.com/__Bungs/status/466464706958737409,"Hahahaha @mimiiin7: @andhikakozel cari yg lain kawan.. http://t.co/vY50Gjz6bC""",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,tertawa cari yang lain kawan
2494,3000,3000,27799,466547085752696832,2014-05-14 11:54:27+00:00,https://twitter.com/__Bungs/status/466547085752696832,"Horeeee @nadiagarnett: Besok #MorningKis ga libur dong. Ada @sharonsilver951 dan aku yg akan bangunin kalian. :D""",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,horeeee besok morningkis tidak libur dong yang akan bangunin kalian
2495,3001,3001,27798,466562003273011200,2014-05-14 12:53:44+00:00,https://twitter.com/__Bungs/status/466562003273011200,"Sampe budek gw dipercetakan ,,,ckck operator mesinnya geblek banget !!",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,sampai budek saya dipercetakan operator mesin geblek banget
2496,3002,3002,27797,466590748331483137,2014-05-14 14:47:57+00:00,https://twitter.com/__Bungs/status/466590748331483137,"Biarin woyy..@arie_aquary: Kalo nyapres mundur donk jokowi! Ga mau rugi amat sih!""",0,0,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,biarkan woyy kalau nyapres mundur dong jokowi tidak rugi amat
2497,3003,3003,27796,466591519290695682,2014-05-14 14:51:01+00:00,https://twitter.com/__Bungs/status/466591519290695682,"??@arie_aquary: Hrsnya punya etika ki @TheLastFranky: Biarin woyy..@arie_aquary: Kalo nyapres mundur donk jokowi! Ga mau rugi amat sih!""""""",0,1,0,,914271535.0,__Bungs,Indonesia,3788.0,1449.0,459936.0,105430.0,harusnya punya etika biarkan woyy kalau nyapres mundur dong jokowi tidak rugi amat
